NOME_PRODUTO,CATEGORIA_REGULATORIA,CLASSE_TERAPEUTICA,PRINCIPIO_ATIVO,EMPRESA_DETENTORA_REGISTRO
ICACORT,Novo,ANTIMICOTICOS PARA USO TOPICO,"VALERATO DE DIFLUCORTOLONA, NITRATO DE ISOCONAZOL",LEO PHARMA LTDA
ZOLTEC,Novo,ANTIMICOTICOS SISTEMICOS,FLUCONAZOL,PFIZER BRASIL LTDA
SPORANOX,Novo,ANTIMICOTICOS SISTEMICOS,ITRACONAZOL,JANSSEN-CILAG FARMACÊUTICA LTDA
NOXAFIL,Novo,ANTIMICOTICOS SISTEMICOS,posaconazol,MERCK SHARP & DOHME FARMACEUTICA LTDA.
VFEND,Novo,ANTIMICOTICOS SISTEMICOS,VORICONAZOL,PFIZER BRASIL LTDA
ZOLADEX,Novo,ANTINEOPLASICO,ACETATO DE GOSSERRELINA,ASTRAZENECA DO BRASIL LTDA
ELIGARD,Novo,ANTINEOPLASICO,ACETATO DE LEUPRORRELINA,ADIUM S.A.
VORANIGO,Novo,ANTINEOPLASICO,ÁCIDO HEMICÍTRICO VORASIDENIBE HEMI-HIDRATADO,LABORATÓRIOS SERVIER DO BRASIL LTDA
ARIMIDEX,Novo,ANTINEOPLASICO,ANASTROZOL,ASTRAZENECA DO BRASIL LTDA
INLYTA,Novo,ANTINEOPLASICO,axitinibe,PFIZER BRASIL LTDA
BELEODAQ,Novo,ANTINEOPLASICO,BELINOSTATE,PINT PHARMA PRODUTOS MEDICO-HOSPITALARES E FARMACEUTICOS LTDA
WELIREG,Novo,ANTINEOPLASICO,BELZUTIFANO,MERCK SHARP & DOHME FARMACEUTICA LTDA.
CASODEX,Novo,ANTINEOPLASICO,BICALUTAMIDA,ASTRAZENECA DO BRASIL LTDA
BOSULIF,Novo,ANTINEOPLASICO,BOSUTINIBE MONOIDRATADO,PFIZER BRASIL LTDA
JEVTANA,Novo,ANTINEOPLASICO,cabazitaxel,SANOFI MEDLEY FARMACÊUTICA LTDA.
TRUQAP,Novo,ANTINEOPLASICO,CAPIVASERTIBE,ASTRAZENECA DO BRASIL LTDA
VONJO,Novo,ANTINEOPLASICO,CITRATO DE PACRITINIBE,PINT PHARMA PRODUTOS MEDICO-HOSPITALARES E FARMACEUTICOS LTDA
NOLVADEX,Novo,ANTINEOPLASICO,CITRATO DE TAMOXIFENO,ASTRAZENECA DO BRASIL LTDA
TARCEVA,Novo,ANTINEOPLASICO,CLORIDRATO DE ERLOTINIBE,BIOPAS BRASIL PRODUTOS FARMACEUTICOS LTDA
GEMCIT,Novo,ANTINEOPLASICO,CLORIDRATO DE GENCITABINA,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA
GEMZAR,Novo,ANTINEOPLASICO,CLORIDRATO DE GENCITABINA,BIOPAS BRASIL PRODUTOS FARMACEUTICOS LTDA
CAMPTOSAR,Novo,ANTINEOPLASICO,CLORIDRATO DE IRINOTECANO,PFIZER BRASIL LTDA
ONIVYDE,Novo,ANTINEOPLASICO,CLORIDRATO DE IRINOTECANO TRIIDRATADO,LABORATÓRIOS SERVIER DO BRASIL LTDA
VOTRIENT,Novo,ANTINEOPLASICO,cloridrato de pazopanibe,NOVARTIS BIOCIENCIAS S.A
TEPMETKO,Novo,ANTINEOPLASICO,CLORIDRATO DE TEPOTINIBE MONOIDRATADO,MERCK S/A
XALKORI,Novo,ANTINEOPLASICO,crizotinibe,PFIZER BRASIL LTDA
DACARB,Novo,ANTINEOPLASICO,DACARBAZINA,EUROFARMA LABORATORIOS S.A.
SPRYCEL,Novo,ANTINEOPLASICO,DASATINIBE,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA
OJJAARA,Novo,ANTINEOPLASICO,DICLORIDRATO DE MOMELOTINIBE MONOIDRATADO,GLAXOSMITHKLINE BRASIL LTDA
GIOTRIF,Novo,ANTINEOPLASICO,dimaleato de afatinibe,BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.
TYKERB,Novo,ANTINEOPLASICO,ditosilato de lapatinibe,NOVARTIS BIOCIENCIAS S.A
TAXOTERE,Novo,ANTINEOPLASICO,DOCETAXEL,SANOFI MEDLEY FARMACÊUTICA LTDA.
XTANDI,Novo,ANTINEOPLASICO,enzalutamida,ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS
XTANDI,Novo,ANTINEOPLASICO,enzalutamida,ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS
OFEV,Novo,ANTINEOPLASICO,esilato de nintedanibe,BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.
AFINITOR,Novo,ANTINEOPLASICO,EVEROLIMO,NOVARTIS BIOCIENCIAS S.A
AROMASIN,Novo,ANTINEOPLASICO,EXEMESTANO,PFIZER BRASIL LTDA
JAKAVI,Novo,ANTINEOPLASICO,fosfato de ruxolitinibe,NOVARTIS BIOCIENCIAS S.A
FASLODEX,Novo,ANTINEOPLASICO,FULVESTRANTO,ASTRAZENECA DO BRASIL LTDA
IRESSA,Novo,ANTINEOPLASICO,GEFITINIBe,ASTRAZENECA DO BRASIL LTDA
COTELLIC®,Novo,ANTINEOPLASICO,hemifumarato de cobimetinibe,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.
IMBRUVICA,Novo,ANTINEOPLASICO,ibrutinibe,JANSSEN-CILAG FARMACÊUTICA LTDA
IMBRUVICA,Novo,ANTINEOPLASICO,ibrutinibe,JANSSEN-CILAG FARMACÊUTICA LTDA
ITOVEBI,Novo,ANTINEOPLASICO,INAVOLISIBE,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.
FEMARA,Novo,ANTINEOPLASICO,LETROZOL,NOVARTIS BIOCIENCIAS S.A
SUTENT,Novo,ANTINEOPLASICO,MALATO DE SUNITINIBE,PFIZER BRASIL LTDA
TAFINLAR,Novo,ANTINEOPLASICO,mesilato de dabrafenibe,NOVARTIS BIOCIENCIAS S.A
GLIVEC,Novo,ANTINEOPLASICO,MESILATO DE IMATINIBE,NOVARTIS BIOCIENCIAS S.A
METREXATO,Novo,ANTINEOPLASICO,METOTREXATO de SÓDIO,BLAU FARMACÊUTICA S.A.
MEPACT,Novo,ANTINEOPLASICO,mifamurtida,TAKEDA PHARMA LTDA.
TASIGNA,Novo,ANTINEOPLASICO,nilotinibe,NOVARTIS BIOCIENCIAS S.A
TAXOL,Novo,ANTINEOPLASICO,PACLITAXEL,BIOPAS BRASIL PRODUTOS FARMACEUTICOS LTDA
IBRANCE,Novo,ANTINEOPLASICO,PALBOCICLIBE,PFIZER BRASIL LTDA
IBRANCE,Novo,ANTINEOPLASICO,PALBOCICLIBE,PFIZER BRASIL LTDA
ALIMTA,Novo,ANTINEOPLASICO,PEMETREXEDE,ELI LILLY DO BRASIL LTDA
PEMDIA,Novo,ANTINEOPLASICO,PEMETREXEDE,TEVA FARMACÊUTICA LTDA.
STIVARGA,Novo,ANTINEOPLASICO,regorafenibe,BAYER S.A.
MABTHERA,Novo,ANTINEOPLASICO,RITUXIMABE,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.
LUMAKRAS,Novo,ANTINEOPLASICO,SOTORASIBE,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.
FAULBLASTINA,Novo,ANTINEOPLASICO,SULFATO DE VIMBLASTINA,LIBBS FARMACÊUTICA LTDA
NEXAVAR,Novo,ANTINEOPLASICO,TOSILATO DE SORAFENIBE,BAYER S.A.
TALZENNA,Novo,ANTINEOPLASICO,TOSILATO DE TALAZOPARIBE,PFIZER BRASIL LTDA
YONDELIS,Novo,ANTINEOPLASICO,trabectedina,ADIUM S.A.
HERCEPTIN,Novo,ANTINEOPLASICO,TRASTUZUMABE,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.
VESANOID,Novo,ANTINEOPLASICO,TRETINOÍNA,BIOPAS BRASIL PRODUTOS FARMACEUTICOS LTDA
CAPRELSA,Novo,ANTINEOPLASICO,vandetanibe,SANOFI MEDLEY FARMACÊUTICA LTDA.
ZELBORAF,Novo,ANTINEOPLASICO,vemurafenibe,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.
ERIVEDGE,Novo,ANTINEOPLASICO,vismodegibe,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.
BRUKINSA,Novo,ANTINEOPLASICO,ZANUBRUTINIBE,BEONE MEDICINES BRASIL LTDA
BORTYZ RTU,Novo,ANTINEOPLASICOS CITOTOXICOS,BORTEZOMIBE,ACCORD FARMACÊUTICA LTDA
VELCADE,Novo,ANTINEOPLASICOS CITOTOXICOS,BORTEZOMIBE,JANSSEN-CILAG FARMACÊUTICA LTDA
GLIADEL,Novo,ANTINEOPLASICOS CITOTOXICOS,CARMUSTINA,EISAI LABORATÓRIOS LTDA
LEUSTATIN,Novo,ANTINEOPLASICOS CITOTOXICOS,CLADRIBINA,MAWDSLEYS PHARMACEUTICALS DO BRASIL LTDA
MUSBENO,Novo,ANTINEOPLASICOS CITOTOXICOS,CLORIDRATO DE BENDAMUSTINA,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA
DACOGEN,Novo,ANTINEOPLASICOS CITOTOXICOS,DECITABINA,JANSSEN-CILAG FARMACÊUTICA LTDA
ALKERAN,Novo,ANTINEOPLASICOS CITOTOXICOS,melfalana,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA
NAVELBINE,Novo,ANTINEOPLASICOS CITOTOXICOS,tartarato de vinorelbina,BLANVER FARMOQUIMICA E FARMACEUTICA S.A.
TRISENOX,Novo,ANTINEOPLASICOS CITOTOXICOS,TRIÓXIDO DE ARSÊNIO,TEVA FARMACÊUTICA LTDA.
ZINNAT,Novo,ANTINFECCIOSOS,AXETIL CEFUROXIMA,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA
DEQUADIN,Novo,ANTINFECCIOSOS E ANTISSEPTICOS TOPICOS PARA OROFARINGE,"CLORETO DE DEQUALÍNIO, BENZOCAÍNA",FARMOQUÍMICA S/A
HEXOMEDINE,Novo,ANTINFECCIOSOS E ANTISSEPTICOS TOPICOS PARA OROFARINGE,"ISETIONATO DE HEXAMIDINA, CLORIDRATO DE TETRACAÍNA",COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
BISMU-JET,Novo,ANTINFECCIOSOS E ANTISSEPTICOS TOPICOS PARA OROFARINGE,"SULFATO DE NEOMICINA, TARTARATO DE BISMUTO E SÓDIO, CLORIDRATO DE PROCAÍNA",LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
VERUTEX,Novo,ANTINFECCIOSOS TOPICOS,ÁCIDO FUSÍDICO,LEO PHARMA LTDA
BACTROBAN,Novo,ANTINFECCIOSOS TOPICOS,MUPIROCINA,GLAXOSMITHKLINE BRASIL LTDA
FURACIN,Novo,ANTINFECCIOSOS TOPICOS,NITROFURAL,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
CILOXAN,Novo,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,cloridrato de ciprofloxacino monoidratado,NOVARTIS BIOCIENCIAS S.A
VIGAMOX,Novo,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,CLORIDRATO DE MOXIFLOXACINO,NOVARTIS BIOCIENCIAS S.A
OZURDEX,Novo,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,DEXAMETASONA,ABBVIE FARMACÊUTICA LTDA.
GARASONE,Novo,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,"FOSFATO DISSÓDICO DE BETAMETASONA, GENTAMICINA, SULFATO DE GENTAMICINA",COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
ZYMAR,Novo,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,GATIFLOXACINO,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA
OFLOX,Novo,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,OFLOXACINO,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA
TOBREX,Novo,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,TOBRAMICINA,NOVARTIS BIOCIENCIAS S.A
VERUTEX B,Novo,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,"ÁCIDO FUSÍDICO, VALERATO DE BETAMETASONA",LEO PHARMA LTDA
VIGADEXA,Novo,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,"CLORIDRATO DE MOXIFLOXACINO, FOSFATO DISSÓDICO DE DEXAMETASONA",NOVARTIS BIOCIENCIAS S.A
MAXITROL,Novo,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,"DEXAMETASONA, SULFATO DE NEOMICINA, SULFATO DE POLIMIXINA B",NOVARTIS BIOCIENCIAS S.A
DERMOTIL FUSID,Novo,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,"FUROATO DE MOMETASONA, ÁCIDO FUSÍDICO",GLENMARK FARMACÊUTICA LTDA
ZYPRED,Novo,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,"gatifloxacino sesqui-hidratado, ACETATO DE PREDNISOLONA",ALLERGAN PRODUTOS FARMACÊUTICOS LTDA
OTO - XILODASE,Novo,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,"HIALURONIDASE, CLORIDRATO DE LIDOCAINA, SULFATO DE NEOMICINA",APSEN FARMACEUTICA S/A
OTOSPORIN,Novo,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,"HIDROCORTISONA, SULFATO DE NEOMICINA, SULFATO DE POLIMIXINA B",FARMOQUÍMICA S/A
DERMACERIUM,Novo,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,"SULFADIAZINA DE PRATA, NITRATO DE CERIO",CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
LIDOSPORIN,Novo,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,"SULFATO DE POLIMIXINA B, LIDOCAÍNA",FARMOQUÍMICA S/A
PREDMICIN,Novo,ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS,"SULFATO DE POLIMIXINA B, PREDNISOLONA, BENZOCAÍNA, CLIOQUINOL",EMS S/A
PROFLAM,Novo,ANTINFLAMATORIOS,ACECLOFENACO,EUROFARMA LABORATORIOS S.A.
CELEBRA,Novo,ANTINFLAMATORIOS,CELECOXIBE,VIATRIS FARMACEUTICA DO BRASIL LTDA
DOLAMIN,Novo,ANTINFLAMATORIOS,CLONIXINATO DE LISINA,FARMOQUÍMICA S/A
FLOGO-ROSA,Novo,ANTINFLAMATORIOS,CLORIDRATO DE BENZIDAMINA,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
FLOTAC,Novo,ANTINFLAMATORIOS,DICLOFENACO COLESTIRAMINA,NOVARTIS BIOCIENCIAS S.A
CATAFLAM,Novo,ANTINFLAMATORIOS,"DICLOFENACO DE POTÁSSIO, DICLOFENACO DIETILAMÔNIO, DICLOFENACO POTÁSSICO, DICLOFENACO RESINATO, DICLOFENACO ÁCIDO",NOVARTIS BIOCIENCIAS S.A
CATAFLAMPRO,Novo,ANTINFLAMATORIOS,DICLOFENACO DIETILAMÔNIO,PF CONSUMER HEALTHCARE BRAZIL IMPORTADORA E DISTRIBUIDORA DE ME
FLODIN DUO,Novo,ANTINFLAMATORIOS,DICLOFENACO SÓDICO,ADIUM S.A.
LOTEPROL,Novo,ANTINFLAMATORIOS,ETABONATO DE LOTEPREDNOL,BL INDÚSTRIA OTICA LTDA
STREPSILS,Novo,ANTINFLAMATORIOS,FLURBIPROFENO,RECKITT BENCKISER (BRASIL) LTDA
XEFO,Novo,ANTINFLAMATORIOS,LORNOXICAM,BIOLAB SANUS FARMACÊUTICA LTDA
LOXONIN,Novo,ANTINFLAMATORIOS,LOXOPROFENO SÓDICO,DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA
LOXONIN FLEX,Novo,ANTINFLAMATORIOS,LOXOPROFENO SÓDICO,DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA
INICOX DP,Novo,ANTINFLAMATORIOS,MELOXICAM,FARMOQUÍMICA S/A
FLANAX,Novo,ANTINFLAMATORIOS,NAPROXENO SÓDICO,BAYER S.A.
FLANAX XR,Novo,ANTINFLAMATORIOS,NAPROXENO SÓDICO,BAYER S.A.
NEVANAC,Novo,ANTINFLAMATORIOS,NEPAFENACO,NOVARTIS BIOCIENCIAS S.A
ARFLEX RETARD,Novo,ANTINFLAMATORIOS,NIMESULIDA,DIFFUCAP - CHEMOBRÁS QUÍMICA E FARMACÊUTICA LTDA
NISULID,Novo,ANTINFLAMATORIOS,NIMESULIDA,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
MAXSULID,Novo,ANTINFLAMATORIOS,NIMESULIDA BETACICLODEXTRINA,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
NIVUX,Novo,ANTINFLAMATORIOS,"NIMESULIDA, PANTOPRAZOL SÓDICO SESQUI-HIDRATADO",EMS S/A
BEXTRA IM/IV,Novo,ANTINFLAMATORIOS,PARECOXIBE SÓDICO,PFIZER BRASIL LTDA
ELIDEL,Novo,ANTINFLAMATORIOS,pimecrolimo,VIATRIS FARMACEUTICA DO BRASIL LTDA
FELDENE,Novo,ANTINFLAMATORIOS,PIROXICAM,PFIZER BRASIL LTDA
TRIANCIL,Novo,ANTINFLAMATORIOS,TRIANCINOLONA HEXACETONIDA,APSEN FARMACEUTICA S/A
ACULAR,Novo,ANTINFLAMATORIOS,trometamol cetorolaco ,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA
TORADOL,Novo,ANTINFLAMATORIOS,trometamol cetorolaco ,FARMOQUÍMICA S/A
PONSTAN,Novo,ANTINFLAMATORIOS ANTIREUMATICOS,ÁCIDO MEFENÂMICO,PFIZER BRASIL LTDA
AXIFLENNID,Novo,ANTINFLAMATORIOS ANTIREUMATICOS,CETOPROFENO,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA
PROFENID,Novo,ANTINFLAMATORIOS ANTIREUMATICOS,CETOPROFENO,SANOFI MEDLEY FARMACÊUTICA LTDA.
ARTRODAR,Novo,ANTINFLAMATORIOS ANTIREUMATICOS,DIACEREÍNA,TRB PHARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA LTDA
BEXAI,Novo,ANTINFLAMATORIOS ANTIREUMATICOS,DICLOFENACO,EMS S/A
VOLTAREN,Novo,ANTINFLAMATORIOS ANTIREUMATICOS,DICLOFENACO SÓDICO,NOVARTIS BIOCIENCIAS S.A
FLANCOX,Novo,ANTINFLAMATORIOS ANTIREUMATICOS,ETODOLACO,APSEN FARMACEUTICA S/A
ARCOXIA,Novo,ANTINFLAMATORIOS ANTIREUMATICOS,ETORICOXIBE,ORGANON FARMACÊUTICA LTDA.
TARGUS,Novo,ANTINFLAMATORIOS ANTIREUMATICOS,FLURBIPROFENO,LABORATÓRIOS BAGÓ DO BRASIL S/A
POLIREUMIN,Novo,ANTINFLAMATORIOS ANTIREUMATICOS,HIALURONATO DE SÓDIO,TRB PHARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA LTDA
CAPSFEN,Novo,ANTINFLAMATORIOS ANTIREUMATICOS,IBUPROFENO,CATALENT BRASIL LTDA.
INDOCID,Novo,ANTINFLAMATORIOS ANTIREUMATICOS,INDOMETACINA,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA
ARAVA,Novo,ANTINFLAMATORIOS ANTIREUMATICOS,LEFLUNOMIDA,SANOFI MEDLEY FARMACÊUTICA LTDA.
ARTROSIL,Novo,ANTINFLAMATORIOS ANTIREUMATICOS,LISINATO DE CETOPROFENO,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
TILATIL,Novo,ANTINFLAMATORIOS ANTIREUMATICOS,TENOXICAM,VIATRIS FARMACEUTICA DO BRASIL LTDA
ALGINAC,Novo,ANTINFLAMATORIOS E ANTIREUMATIOS-ASSOCS  MEDICAMENTOSAS,"CIANOCOBALAMINA, CLORIDRATO DE TIAMINA, CLORIDRATO DE PIRIDOXINA, NITRATO DE TIAMINA, DICLOFENACO SÓDICO, DICLOFENACO DE SÓDIO",PROCTER & GAMBLE DO BRASIL LTDA.
DEXA-CITONEURIN NFF,Novo,ANTINFLAMATORIOS E ANTIREUMATIOS-ASSOCS  MEDICAMENTOSAS,"CLORIDRATO DE TIAMINA, CIANOCOBALAMINA, CLORIDRATO DE PIRIDOXINA, FOSFATO DISSÓDICO DE DEXAMETASONA",PROCTER & GAMBLE DO BRASIL LTDA.
LAFEPE BENZNIDAZOL,Novo,ANTIPARASITARIOS,BENZNIDAZOL,LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIG
ANNITA,Novo,ANTIPARASITARIOS,NITAZOXANIDA,FARMOQUÍMICA S/A
GYNOPAC,Novo,ANTIPARASITARIOS,"SECNIDAZOL, TIOCONAZOL, TINIDAZOL",FARMOQUÍMICA S/A
MANTIDAN,Novo,ANTIPARKINSONIANOS,CLORIDRATO DE AMANTADINA,EUROFARMA LABORATORIOS S.A.
PROLOPA,Novo,ANTIPARKINSONIANOS,"CLORIDRATO DE BENSERAZIDA, LEVODOPA",PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.
AKINETON,Novo,ANTIPARKINSONIANOS,CLORIDRATO DE BIPERIDENO,LABORATÓRIOS BAGÓ DO BRASIL S/A
ARTANE,Novo,ANTIPARKINSONIANOS,CLORIDRATO DE TRIEXIFENIDIL,APSEN FARMACEUTICA S/A
COMTAN,Novo,ANTIPARKINSONIANOS,ENTACAPONA,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA
VYALEV,Novo,ANTIPARKINSONIANOS,"FOSLEVODOPA, FOSCARBIDOPA HIDRATADA",ABBVIE FARMACÊUTICA LTDA.
STALEVO,Novo,ANTIPARKINSONIANOS,"LEVODOPA, CARBIDOPA, CARBIDOPA (PORT. 344/98 LISTA C 1), ENTACAPONA",SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA
AZILECT,Novo,ANTIPARKINSONIANOS,mesilato de rasagilina,TEVA FARMACÊUTICA LTDA.
XADAGO,Novo,ANTIPARKINSONIANOS,mesilato de safinamida,ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.
NEUPRO,Novo,ANTIPARKINSONIANOS,rotigotina,UCB BIOPHARMA LTDA.
ARISTAB,Novo,ANTIPSICOTICOS,ARIPIPRAZOL,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
ARISTAB,Novo,ANTIPSICOTICOS,ARIPIPRAZOL,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
ARPEJO,Novo,ANTIPSICOTICOS,ARIPIPRAZOL,EMS S/A
KAVIUM ODT,Novo,ANTIPSICOTICOS,ARIPIPRAZOL,ZYDUS NIKKHO FARMACÊUTICA LTDA
QUETIPIN SO,Novo,ANTIPSICOTICOS,hemifumarato de quetiapina,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
SEROQUEL,Novo,ANTIPSICOTICOS,hemifumarato de quetiapina,PHARLAB INDÚSTRIA FARMACÊUTICA S.A.
ZYPREXA,Novo,ANTIPSICOTICOS,OLANZAPINA,BIOPAS BRASIL PRODUTOS FARMACEUTICOS LTDA
APRETUDE,Novo,ANTIRETROVIRAL,CABOTEGRAVIR,GLAXOSMITHKLINE BRASIL LTDA
VOCABRIA,Novo,ANTIRETROVIRAL,CABOTEGRAVIR,GLAXOSMITHKLINE BRASIL LTDA
APRETUDE,Novo,ANTIRETROVIRAL,CABOTEGRAVIR SÓDICO,GLAXOSMITHKLINE BRASIL LTDA
VOCABRIA,Novo,ANTIRETROVIRAL,CABOTEGRAVIR SÓDICO,GLAXOSMITHKLINE BRASIL LTDA
TIVICAY,Novo,ANTIRETROVIRAL,dolutegravir sódico,GLAXOSMITHKLINE BRASIL LTDA
TIVICAY PD,Novo,ANTIRETROVIRAL,dolutegravir sódico,GLAXOSMITHKLINE BRASIL LTDA
JULUCA,Novo,ANTIRETROVIRAL,"dolutegravir sódico, cloridrato de rilpivirina",GLAXOSMITHKLINE BRASIL LTDA
TRIUMEQ,Novo,ANTIRETROVIRAL,"dolutegravir sódico, SULFATO DE ABACAVIR, LAMIVUDINA",GLAXOSMITHKLINE BRASIL LTDA
PREZISTA,Novo,ANTIRETROVIRAL,"ETANOLATO DE DARUNAVIR, DARUNAVIR",JANSSEN-CILAG FARMACÊUTICA LTDA
INTELENCE,Novo,ANTIRETROVIRAL,etravirina,JANSSEN-CILAG FARMACÊUTICA LTDA
RUKOBIA,Novo,ANTIRETROVIRAL,FOSTENSAVIR TROMETAMOL,GLAXOSMITHKLINE BRASIL LTDA
DUPLA,Novo,ANTIRETROVIRAL,"FUMARATO DE TENOFOVIR DESOPROXILA, LAMIVUDINA",CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
DUPLIVIR,Novo,ANTIRETROVIRAL,"FUMARATO DE TENOFOVIR DESOPROXILA, LAMIVUDINA",BLANVER FARMOQUIMICA E FARMACEUTICA S.A.
DOVATO,Novo,ANTIRETROVIRAL,"LAMIVUDINA, dolutegravir sódico",GLAXOSMITHKLINE BRASIL LTDA
SUNLENCA,Novo,ANTIRETROVIRAL,LENACAPAVIR SÓDICO,GILEAD SCIENCES FARMACEUTICA DO BRASIL LTDA
SUNLENCA,Novo,ANTIRETROVIRAL,LENACAPAVIR SÓDICO,GILEAD SCIENCES FARMACEUTICA DO BRASIL LTDA
CELSENTRI,Novo,ANTIRETROVIRAL,maraviroque,GLAXOSMITHKLINE BRASIL LTDA
POLVILHO ANTISSÉPTICO GRANADO,Novo,ANTISSEPTICO,"ÁCIDO BÓRICO, ÁCIDO SALICÍLICO, ENXOFRE, ÓXIDO DE ZINCO","CASA GRANADO LABORATÓRIOS, FARMÁCIAS E DROGARIAS S/A"
PYRIDIUM,Novo,ANTISSEPTICOS URINARIOS SIMPLES,CLORIDRATO DE FENAZOPIRIDINA,ADIUM S.A.
PILULAS DE LUSSEN,Novo,ANTISSEPTICOS URINARIOS-ASSOCIACOES MEDICAMENTOSAS,"ALOÍNA, CLORETO DE METILTIONÍNIO, TEOBROMINA, ATROPA BELLADONNA, Costus spicatus",LABORATÓRIOS OSÓRIO DE MORAES LTDA
CYSTEX DUO,Novo,ANTISSEPTICOS URINARIOS-ASSOCIACOES MEDICAMENTOSAS,"CLORETO DE METILTIONÍNIO, METENAMINA",EMS S/A
UROCTRIN,Novo,ANTISSEPTICOS URINARIOS-ASSOCIACOES MEDICAMENTOSAS,"TRIMETOPRIMA, SULFAMETOXAZOL, CLORIDRATO DE FENAZOPIRIDINA",LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
NIQUITIN,Novo,ANTITABAGICO,NICOTINA,MAPPEL INDÚSTRIA DE EMBALAGENS S.A.
CHAMPIX,Novo,ANTITABAGICO,TARTARATO DE VARENICLINA,PFIZER BRASIL LTDA
TAPAZOL,Novo,ANTITIREOIDEANOS,TIAMAZOL,BIOLAB SANUS FARMACÊUTICA LTDA
ELIQUIS,Novo,ANTITROMBOTICO,apixabana,PFIZER BRASIL LTDA
CEBRALAT,Novo,ANTITROMBOTICO,CILOSTAZOL,LIBBS FARMACÊUTICA LTDA
